Time,Type,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Frame
4219973330,SMP,1,1426.32,752.29,1109.75,785.73,19.45,19.45,3.22,20.17,20.17,3.39,1420.05,759.8,1430.54,759.76,1104.84,792.53,1115.26,792.62,667.86,40.54,667.86,40.54,0,1,1,2,-1,-1,-14.56,-0.05,561.69,41.94,-5.94,566.68,-0.01,0.27,-0.96,-0.06,0.26,-0.96,-1
4220007106,SMP,1,1424.69,753.41,1108.09,786.79,19.41,19.41,3.23,20.06,20.06,3.4,1418.6,760.81,1429.19,760.72,1103.35,793.71,1113.77,793.76,669.64,40.74,669.64,40.74,0,1,1,2,-1,-1,-14.32,-0.23,561.81,42.2,-6.15,566.56,-0.01,0.27,-0.96,-0.05,0.26,-0.96,-1
4220040427,SMP,1,1423.96,753.6,1107.22,787.28,19.57,19.57,3.24,20.36,20.36,3.41,1417.77,761.24,1428.32,761.16,1102.38,794.24,1112.79,794.24,668.9,38.63,668.9,38.63,0,1,1,2,-1,-1,-14.17,-0.3,561.99,42.36,-6.24,566.46,-0.01,0.28,-0.96,-0.06,0.26,-0.96,-1
4220073756,SMP,1,1423.29,753.99,1106.4,787.62,19.48,19.48,3.25,20.37,20.37,3.42,1417.04,761.54,1427.55,761.44,1101.6,794.51,1111.98,794.55,668.17,38.51,668.17,38.51,0,1,1,2,-1,-1,-14.04,-0.36,562.21,42.51,-6.29,566.48,-0.01,0.27,-0.96,-0.05,0.26,-0.96,-1
4220107096,SMP,1,1422.24,754.4,1105.48,788.01,19.77,19.77,3.27,20.38,20.38,3.43,1415.91,761.8,1426.49,761.77,1100.62,794.94,1111.02,794.92,667.18,38.47,667.18,38.47,0,1,1,2,-1,-1,-13.85,-0.41,562.23,42.68,-6.36,566.45,-0.02,0.27,-0.96,-0.06,0.26,-0.96,-1
4220140414,SMP,1,1415.37,756.21,1099.55,790.31,19.66,19.66,3.27,20.28,20.28,3.43,1411.36,762.85,1422.15,762.7,1096.9,796.39,1107.3,796.35,875.99,93.34,875.99,93.34,0,1,1,2,-1,-1,-13.04,-0.58,561.62,43.34,-6.62,566.41,0.07,0.24,-0.97,0.02,0.23,-0.97,-1
4220173842,SMP,1,1413.99,756.52,1097.97,790.86,20.1,20.1,3.29,20.3,20.3,3.44,1409.95,762.88,1420.6,762.81,1095.48,796.62,1105.78,796.67,876.31,128.32,876.31,128.32,0,1,1,2,-1,-1,-12.78,-0.6,561.61,43.63,-6.68,566.61,0.07,0.23,-0.97,0.03,0.22,-0.97,-1
4220207082,SMP,1,1412.82,756.09,1096.78,791.06,19.83,19.83,3.3,20.57,20.57,3.45,1408.84,762.6,1419.4,762.46,1094.37,796.86,1104.64,796.87,878.03,128.87,878.03,128.87,0,1,1,2,-1,-1,-12.57,-0.54,561.72,43.85,-6.72,566.94,0.07,0.23,-0.97,0.03,0.22,-0.97,-1
4220240417,SMP,1,1412.08,755.92,1096.32,791.34,19.96,19.96,3.31,20.36,20.36,3.45,1408.16,762.67,1418.72,762.54,1093.7,797.35,1104.05,797.33,877.21,114.93,877.21,114.93,0,1,1,2,-1,-1,-12.45,-0.55,561.75,43.97,-6.8,566.95,0.07,0.24,-0.97,0.02,0.23,-0.97,-1
4220273838,SMP,1,1412.09,756.48,1096.22,791.81,20.01,20.01,3.32,20.81,20.81,3.47,1408.16,762.96,1418.71,762.94,1093.63,797.54,1104,797.6,877.24,127.89,877.24,127.89,0,1,1,2,-1,-1,-12.46,-0.61,561.9,43.98,-6.84,566.96,0.07,0.24,-0.97,0.02,0.22,-0.97,-1
4220307070,SMP,1,1412.61,757.26,1096.55,792.05,20.2,20.2,3.34,20.4,20.4,3.47,1408.74,763.69,1419.27,763.55,1094.05,798.12,1104.4,798.1,878.51,125.08,878.51,125.08,0,1,1,2,-1,-1,-12.56,-0.73,562.02,43.92,-6.94,567.13,0.07,0.23,-0.97,0.03,0.23,-0.97,-1
4220340422,SMP,1,1413.31,757.9,1097.46,792.71,20.09,20.09,3.35,20.56,20.56,3.48,1409.5,764.56,1420.05,764.4,1094.66,798.61,1105.07,798.63,877.44,124.19,877.44,124.19,0,1,1,2,-1,-1,-12.7,-0.89,562,43.8,-7.04,567.09,0.07,0.24,-0.97,0.02,0.23,-0.97,-1
4220373266,SMP,1,1414.47,759.14,1098.16,793.64,20.06,20.06,3.35,20.74,20.74,3.49,1410.6,765.71,1421.15,765.54,1095.59,799.52,1105.98,799.57,878.58,125.81,878.58,125.81,0,1,1,2,-1,-1,-12.9,-1.09,562.13,43.63,-7.2,567.09,0.07,0.24,-0.97,0.02,0.23,-0.97,-1
4220407135,SMP,1,1415.29,760.57,1098.9,794.71,20.27,20.27,3.36,20.76,20.76,3.5,1411.47,767.05,1422.2,767.01,1096.53,800.56,1106.8,800.57,881.25,126.62,881.25,126.62,0,1,1,2,-1,-1,-13.06,-1.34,561.66,43.5,-7.39,567.39,0.08,0.24,-0.97,0.03,0.23,-0.97,-1
4220440408,SMP,1,1416.71,761.22,1100.18,795.27,19.99,19.99,3.37,20.73,20.73,3.51,1412.96,767.86,1423.44,767.77,1097.62,801.18,1108,801.16,881.3,124.77,881.3,124.77,0,1,1,2,-1,-1,-13.31,-1.48,562.17,43.29,-7.5,567.35,0.08,0.24,-0.97,0.03,0.23,-0.97,-1
4220474311,SMP,1,1417.91,761.19,1101.27,794.78,19.84,19.84,3.36,20.6,20.6,3.51,1414.23,767.88,1424.86,767.81,1098.76,800.76,1109.18,800.78,883.72,123.38,883.72,123.38,0,1,1,2,-1,-1,-13.55,-1.49,561.93,43.07,-7.42,567.23,0.08,0.24,-0.97,0.03,0.23,-0.97,-1
4220507051,SMP,1,1419.25,760.92,1102.35,794.24,20.09,20.09,3.36,20.48,20.48,3.5,1415.07,767.4,1426.13,767.35,1099.91,800.21,1110.22,800.17,882.77,125.51,882.77,125.51,0,1,1,2,-1,-1,-13.68,-1.4,559.73,42.89,-7.32,567.43,0.07,0.24,-0.97,0.03,0.23,-0.97,-1
4220540415,SMP,1,1420.17,760.43,1103.21,793.49,19.96,19.96,3.36,20.84,20.84,3.51,1416.36,766.91,1427.05,766.83,1100.69,799.44,1111.05,799.42,884.59,124.26,884.59,124.26,0,1,1,2,-1,-1,-13.9,-1.31,560.72,42.75,-7.19,567.46,0.08,0.24,-0.97,0.03,0.23,-0.97,-1
4220573791,SMP,1,1420.64,759.65,1103.5,792.73,19.86,19.86,3.36,20.67,20.67,3.52,1416.83,766.26,1427.31,766.25,1101.07,798.66,1111.38,798.7,884.76,122,884.76,122,0,1,1,2,-1,-1,-13.99,-1.2,561.51,42.7,-7.05,567.63,0.07,0.24,-0.97,0.03,0.23,-0.97,-1
4220606636,SMP,1,1421.79,762.31,1105.51,795.52,19.98,19.98,3.36,20.76,20.76,3.52,1416.78,767.38,1427.85,767.44,1102.37,799.9,1112.8,799.91,837.74,263.8,837.74,263.8,0,1,1,2,-1,-1,-13.94,-1.4,558.06,42.44,-7.27,567.42,0.04,0.19,-0.98,0.01,0.17,-0.98,-1
4220640080,SMP,1,1421.13,761.48,1104.89,794.98,19.7,19.7,3.34,20.67,20.67,3.52,1416.04,766.43,1427.17,766.45,1101.54,799.35,1111.94,799.21,814.23,270.99,814.23,270.99,0,1,1,2,-1,-1,-13.77,-1.22,556.01,42.58,-7.16,567.37,0.04,0.18,-0.98,0,0.17,-0.99,-1
4220673354,SMP,1,1420.55,760.85,1104.15,794.82,19.81,19.81,3.34,20.68,20.68,3.52,1415.65,765.85,1426.63,765.86,1100.82,799.05,1111.32,798.99,815.5,274,815.5,274,0,1,1,2,-1,-1,-13.69,-1.12,556.37,42.68,-7.11,567,0.04,0.18,-0.98,0,0.17,-0.99,-1
4220706642,SMP,1,1420.09,761.08,1103.63,794.93,19.68,19.68,3.33,20.54,20.54,3.52,1415.36,766.09,1426.2,766.07,1100.42,799.41,1110.88,799.4,819.51,271.69,819.51,271.69,0,1,1,2,-1,-1,-13.65,-1.16,557.02,42.73,-7.17,566.73,0.05,0.18,-0.98,0,0.18,-0.98,-1
4220739895,SMP,1,1420.29,761.55,1103.51,795.38,19.66,19.66,3.32,20.3,20.3,3.51,1415.4,766.69,1426.15,766.6,1100.33,799.78,1110.75,799.8,813.61,270.45,813.61,270.45,0,1,1,2,-1,-1,-13.65,-1.26,557.34,42.74,-7.24,566.55,0.04,0.19,-0.98,0,0.17,-0.98,-1
4220773238,SMP,1,1420.27,762.52,1103.67,795.97,19.86,19.86,3.32,20.42,20.42,3.5,1415.45,767.24,1426.26,767.28,1100.35,800.32,1110.67,800.19,809.44,275.44,809.44,275.44,0,1,1,2,-1,-1,-13.65,-1.37,556.62,42.76,-7.33,566.73,0.04,0.17,-0.98,0,0.17,-0.99,-1
4220806669,SMP,1,1419.15,765.09,1102.95,798.06,20.2,20.2,3.33,20.5,20.5,3.5,1414.9,768.74,1425.36,768.68,1100.13,801.49,1110.58,801.37,840.78,375.58,840.78,375.58,0,1,1,2,-1,-1,-13.58,-1.63,559.17,42.77,-7.53,566.48,0.06,0.13,-0.99,0.02,0.14,-0.99,-1
4220840005,SMP,1,1419.35,765.74,1103,798.5,20.29,20.29,3.34,20.35,20.35,3.49,1414.98,769.11,1425.58,769.2,1099.96,801.77,1110.47,801.7,829.66,389.03,829.66,389.03,0,1,1,2,-1,-1,-13.59,-1.71,558.39,42.76,-7.58,566.11,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4220873345,SMP,1,1419.41,765.8,1102.85,798.66,20.42,20.42,3.36,20.4,20.4,3.49,1415.05,769.22,1425.62,769.35,1099.88,801.86,1110.4,801.78,830.42,392.19,830.42,392.19,0,1,1,2,-1,-1,-13.61,-1.73,558.91,42.75,-7.59,565.79,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4220906553,SMP,1,1419.46,765.86,1102.89,798.65,20.17,20.17,3.36,20.62,20.62,3.49,1415.17,769.22,1425.7,769.29,1099.84,801.72,1110.39,801.68,830.07,396.77,830.07,396.77,0,1,1,2,-1,-1,-13.64,-1.73,559.44,42.73,-7.57,565.39,0.06,0.13,-0.99,0.01,0.12,-0.99,-1
4220939883,SMP,1,1419.45,765.78,1102.73,798.68,20.02,20.02,3.36,20.63,20.63,3.49,1415.19,769.29,1425.71,769.36,1099.74,801.75,1110.32,801.7,831.35,397.22,831.35,397.22,0,1,1,2,-1,-1,-13.66,-1.74,560.06,42.7,-7.56,564.86,0.06,0.13,-0.99,0.01,0.12,-0.99,-1
4220973322,SMP,1,1419.56,765.74,1102.71,798.62,20.55,20.55,3.38,20.79,20.79,3.5,1415.13,768.98,1425.73,769.07,1099.69,801.65,1110.27,801.62,831.04,401.06,831.04,401.06,0,1,1,2,-1,-1,-13.65,-1.69,559.75,42.68,-7.54,564.44,0.05,0.12,-0.99,0.01,0.12,-0.99,-1
4221006538,SMP,1,1418.19,771.56,1103.32,804.4,20.32,20.32,3.38,20.62,20.62,3.5,1413.7,772.2,1424.72,772.19,1100.62,804.63,1111.2,804.57,840.39,673.67,840.39,673.67,0,1,1,2,-1,-1,-13.36,-2.24,556.62,42.48,-8.07,564.05,0.06,0.03,-1,0.02,0.02,-1,-1
4221039985,SMP,1,1418.95,772.25,1103.4,804.99,20.24,20.24,3.38,20.71,20.71,3.5,1414.6,772.46,1425.57,772.46,1100.82,804.94,1111.41,804.92,848.4,695.43,848.4,695.43,0,1,1,2,-1,-1,-13.52,-2.29,556.73,42.41,-8.12,563.61,0.06,0.01,-1,0.03,0.01,-1,-1
4221073197,SMP,1,1419.84,772.6,1103.88,805.12,20.08,20.08,3.37,20.62,20.62,3.5,1415.12,772.77,1426.45,772.67,1101.36,805.19,1111.9,805.07,850.79,701.79,850.79,701.79,0,1,1,2,-1,-1,-13.54,-2.32,552.51,42.31,-8.15,563.42,0.06,0.01,-1,0.03,0.01,-1,-1
4221106641,SMP,1,1420.45,772.59,1104.44,805.03,19.88,19.88,3.36,20.52,20.52,3.5,1415.92,772.87,1427.21,772.79,1101.81,805.07,1112.33,804.95,852.66,701.51,852.66,701.51,0,1,1,2,-1,-1,-13.64,-2.33,551.17,42.21,-8.13,563.21,0.06,0.01,-1,0.02,0.01,-1,-1
4221139970,SMP,1,1420.89,772.26,1104.6,804.74,19.93,19.93,3.35,20.59,20.59,3.49,1416.55,772.49,1427.54,772.51,1102.13,804.73,1112.61,804.63,857.89,702.84,857.89,702.84,0,1,1,2,-1,-1,-13.79,-2.28,553.88,42.16,-8.07,563.22,0.06,0.01,-1,0.03,0.01,-1,-1
4221173174,SMP,1,1419.36,771.45,1103.38,804.28,19.69,19.69,3.34,20.36,20.36,3.49,1415.91,771.92,1426.68,771.83,1101.36,804.4,1111.84,804.17,909.28,699.11,909.28,699.11,0,1,1,2,-1,-1,-13.71,-2.18,556.13,42.3,-8,563.21,0.09,0.02,-1,0.05,0.01,-1,-1
4221206629,SMP,1,1419.16,771.33,1103.03,804.15,19.64,19.64,3.32,20.42,20.42,3.48,1415.68,771.75,1426.5,771.67,1101.11,804.4,1111.47,804.1,919.29,698.19,919.29,698.19,0,1,1,2,-1,-1,-13.67,-2.15,555.74,42.38,-8,563.63,0.09,0.02,-1,0.05,0.02,-1,-1
4221239954,SMP,1,1418.99,771.62,1102.84,804.56,19.95,19.95,3.32,20.13,20.13,3.47,1415.47,772,1426.34,771.96,1100.72,804.63,1111.23,804.51,917.83,698.53,917.83,698.53,0,1,1,2,-1,-1,-13.62,-2.2,555.16,42.43,-8.05,563.47,0.09,0.02,-1,0.04,0.01,-1,-1
4221273197,SMP,1,1418.67,772.18,1102.6,805.16,19.58,19.58,3.31,20.09,20.09,3.46,1414.85,772.61,1426.15,772.53,1100.47,805.35,1110.95,805.11,914.88,697.81,914.88,697.81,0,1,1,2,-1,-1,-13.44,-2.28,550.6,42.48,-8.17,563.5,0.09,0.02,-1,0.04,0.02,-1,-1
4221306614,SMP,1,1418.63,772.49,1102.05,805.39,19.48,19.48,3.29,20.12,20.12,3.45,1414.99,772.93,1425.88,772.85,1100.16,805.65,1110.6,805.52,921.83,696.28,921.83,696.28,0,1,1,2,-1,-1,-13.51,-2.35,553.81,42.54,-8.24,563.58,0.09,0.02,-1,0.05,0.02,-1,-1
4221339948,SMP,1,1418.28,772.54,1101.79,805.45,19.35,19.35,3.28,19.93,19.93,3.43,1414.85,773.01,1425.62,772.87,1099.75,805.64,1110.29,805.52,924.8,696.01,924.8,696.01,0,1,1,2,-1,-1,-13.49,-2.36,554.6,42.59,-8.23,563.43,0.09,0.02,-1,0.05,0.02,-1,-1
4221373194,SMP,1,1418.35,772.46,1101.82,805.31,19.49,19.49,3.27,19.98,19.98,3.43,1414.84,772.77,1425.64,772.74,1099.74,805.51,1110.28,805.36,924.6,697.74,924.6,697.74,0,1,1,2,-1,-1,-13.49,-2.33,554.38,42.59,-8.21,563.38,0.09,0.01,-1,0.04,0.02,-1,-1
4221406601,SMP,1,1419.94,772.36,1103.42,805.06,19.28,19.28,3.26,19.85,19.85,3.41,1415.58,772.7,1426.44,772.56,1100.58,805.15,1111.2,804.99,870.84,698.07,870.84,698.07,0,1,1,2,-1,-1,-13.61,-2.31,553.88,42.41,-8.14,563.09,0.06,0.01,-1,0.02,0.01,-1,-1
4221440173,SMP,1,1419.89,772.32,1103.4,804.92,19.47,19.47,3.25,19.91,19.91,3.41,1415.38,772.68,1426.42,772.59,1100.48,804.96,1111.03,804.84,861.52,697.99,861.52,697.99,0,1,1,2,-1,-1,-13.56,-2.3,552.49,42.44,-8.11,563.08,0.06,0.02,-1,0.01,0.01,-1,-1
4221473255,SMP,1,1420.06,772.74,1103.25,805.17,19.21,19.21,3.24,19.8,19.8,3.4,1415.6,773.09,1426.48,773.15,1100.45,805.31,1111.06,805.11,862.24,697.29,862.24,697.29,0,1,1,2,-1,-1,-13.6,-2.39,553.11,42.42,-8.16,562.86,0.06,0.02,-1,0.02,0.02,-1,-1
4221506826,SMP,1,1420.37,773.76,1103.58,805.77,19.28,19.28,3.23,19.64,19.64,3.38,1415.71,774.11,1426.93,774.1,1100.73,805.77,1111.38,805.78,856.08,697.25,856.08,697.25,0,1,1,2,-1,-1,-13.59,-2.55,551.04,42.34,-8.26,562.55,0.06,0.02,-1,0.02,0.01,-1,-1
4221539926,SMP,1,1421.11,775.08,1104.23,806.68,19.5,19.5,3.23,19.68,19.68,3.37,1416.6,775.47,1427.63,775.44,1101.45,806.78,1112.01,806.7,855.68,697.45,855.68,697.45,0,1,1,2,-1,-1,-13.75,-2.79,551.76,42.22,-8.43,562.55,0.06,0.02,-1,0.02,0.02,-1,-1
4221573253,SMP,1,1422.02,775.89,1104.88,807.29,19.36,19.36,3.23,19.55,19.55,3.36,1417.56,776.1,1428.45,776.16,1102.16,807.35,1112.71,807.12,855.97,699.61,855.97,699.61,0,1,1,2,-1,-1,-13.92,-2.91,552.39,42.09,-8.52,562.51,0.06,0.01,-1,0.02,0.01,-1,-1
4221606584,SMP,1,1422.61,776.29,1105.45,807.17,19.35,19.35,3.22,19.63,19.63,3.35,1417.82,776.34,1429.12,776.37,1102.71,807.44,1113.28,807.24,853.02,700.82,853.02,700.82,0,1,1,2,-1,-1,-13.95,-2.94,550.28,41.99,-8.53,562.38,0.05,0.01,-1,0.02,0.02,-1,-1
4221639915,SMP,1,1423.13,776.27,1106.03,807.32,19.28,19.28,3.22,19.66,19.66,3.35,1418.68,776.51,1429.58,776.48,1103.34,807.43,1113.89,807.26,853.54,701.76,853.54,701.76,0,1,1,2,-1,-1,-14.12,-2.98,552.25,41.87,-8.53,562.32,0.06,0.01,-1,0.02,0.02,-1,-1
4221673208,SMP,1,1423.49,776.19,1106.64,807.19,19.29,19.29,3.21,19.71,19.71,3.34,1418.78,776.38,1429.98,776.4,1103.77,807.27,1114.33,807.05,850.39,704.01,850.39,704.01,0,1,1,2,-1,-1,-14.11,-2.95,550.54,41.78,-8.5,562.21,0.06,0.01,-1,0.02,0.01,-1,-1
4221706503,SMP,1,1423.4,771.03,1107.52,802.26,19.38,19.38,3.21,19.88,19.88,3.35,1418.79,773.7,1429.99,773.57,1104.73,804.46,1115.27,804.36,850.44,496.61,850.44,496.61,0,1,1,2,-1,-1,-14.1,-2.47,549.84,41.61,-8.01,562.16,0.06,0.1,-0.99,0.02,0.09,-1,-1
4221739772,SMP,1,1423.99,768.14,1108.23,799.22,19.5,19.5,3.21,19.29,19.29,3.33,1419.54,771.68,1430.22,771.61,1105.32,802.48,1115.76,802.37,848.3,407.45,848.3,407.45,0,1,1,2,-1,-1,-14.26,-2.13,552.55,41.53,-7.65,562.32,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4221773231,SMP,1,1424.28,767.02,1108.38,798.33,19.34,19.34,3.21,19.37,19.37,3.32,1420.09,770.52,1430.57,770.5,1105.43,801.64,1115.9,801.56,847.5,404.15,847.5,404.15,0,1,1,2,-1,-1,-14.4,-1.94,555.25,41.52,-7.51,562.47,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4221806561,SMP,1,1424.89,766.5,1108.59,797.96,19.38,19.38,3.22,19.58,19.58,3.32,1420.64,770.1,1431.13,770.16,1105.62,801.46,1116.11,801.29,847.01,397.59,847.01,397.59,0,1,1,2,-1,-1,-14.54,-1.88,556.6,41.49,-7.47,562.54,0.06,0.13,-0.99,0.01,0.14,-0.99,-1
4221839894,SMP,1,1425.27,767.01,1109.02,798.35,19.26,19.26,3.22,19.67,19.67,3.32,1421.01,770.41,1431.55,770.52,1105.97,801.57,1116.49,801.54,845.56,400.61,845.56,400.61,0,1,1,2,-1,-1,-14.63,-1.94,557.31,41.42,-7.5,562.53,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4221873242,SMP,1,1425.99,767.79,1109.33,798.76,19.58,19.58,3.23,19.7,19.7,3.32,1421.67,771.08,1432.17,771.23,1106.39,802.03,1116.88,801.92,845.14,402.32,845.14,402.32,0,1,1,2,-1,-1,-14.77,-2.06,558.57,41.36,-7.58,562.72,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4221906553,SMP,1,1426.51,768.31,1109.65,799.04,19.34,19.34,3.23,19.69,19.69,3.32,1421.8,771.86,1432.63,771.81,1106.71,802.5,1117.25,802.27,842.67,400.43,842.67,400.43,0,1,1,2,-1,-1,-14.75,-2.17,555.65,41.3,-7.65,562.71,0.05,0.13,-0.99,0.02,0.14,-0.99,-1
4221939888,SMP,1,1426.78,768.72,1109.97,799.58,19.7,19.7,3.24,19.86,19.86,3.33,1422.53,772.17,1433.05,772.31,1107.01,802.66,1117.48,802.57,842.75,402.51,842.75,402.51,0,1,1,2,-1,-1,-14.94,-2.26,559.29,41.27,-7.7,562.97,0.06,0.13,-0.99,0.01,0.12,-0.99,-1
4221973271,SMP,1,1426.98,768.93,1110.04,799.61,19.16,19.16,3.24,19.87,19.87,3.34,1422.69,772.48,1433.27,772.52,1107.19,802.79,1117.61,802.68,843.08,401.63,843.08,401.63,0,1,1,2,-1,-1,-14.98,-2.31,559.51,41.27,-7.72,563.29,0.06,0.13,-0.99,0.02,0.13,-0.99,-1
4222006549,SMP,1,1426.72,769.27,1109.96,799.69,19.53,19.53,3.25,19.87,19.87,3.34,1422.67,772.74,1433.16,772.71,1107.16,802.93,1117.56,802.86,844.6,401.42,844.6,401.42,0,1,1,2,-1,-1,-15.01,-2.35,560.8,41.3,-7.76,563.68,0.07,0.13,-0.99,0.02,0.13,-0.99,-1
4222039875,SMP,1,1426.59,769.6,1110.02,799.9,19.48,19.48,3.25,20,20,3.35,1422.52,772.99,1432.99,773.04,1106.92,803.2,1117.44,803.05,844.59,401.4,844.59,401.4,0,1,1,2,-1,-1,-15,-2.41,561.51,41.34,-7.8,563.71,0.07,0.13,-0.99,0.01,0.13,-0.99,-1
4222073089,SMP,1,1426.47,769.81,1109.74,800.29,19.44,19.44,3.26,20,20,3.36,1422.26,773.24,1432.72,773.37,1106.69,803.52,1117.3,803.47,843.57,400.81,843.57,400.81,0,1,1,2,-1,-1,-14.97,-2.46,562.17,41.35,-7.86,563.49,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222106538,SMP,1,1426.47,769.91,1109.56,800.42,19.6,19.6,3.26,19.85,19.85,3.36,1421.84,773.35,1432.62,773.5,1106.56,803.65,1117.11,803.66,841.15,399.96,841.15,399.96,0,1,1,2,-1,-1,-14.87,-2.48,560.37,41.38,-7.89,563.46,0.05,0.13,-0.99,0.01,0.13,-0.99,-1
4222139745,SMP,1,1426.39,770.23,1109.52,800.69,19.69,19.69,3.27,20,20,3.36,1422.07,773.73,1432.55,773.67,1106.46,803.88,1116.98,803.89,841.77,399.96,841.77,399.96,0,1,1,2,-1,-1,-14.94,-2.53,562.36,41.4,-7.93,563.48,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222173271,SMP,1,1426.23,770.39,1109.15,800.81,20.11,20.11,3.29,20.04,20.04,3.37,1421.88,773.87,1432.48,773.86,1106.33,804.19,1116.77,804.05,842.97,399.91,842.97,399.91,0,1,1,2,-1,-1,-14.91,-2.56,562.1,41.45,-7.98,563.69,0.06,0.13,-0.99,0.02,0.13,-0.99,-1
4222206404,SMP,1,1426.03,770.53,1109.09,801.06,19.93,19.93,3.31,20,20,3.37,1421.62,773.96,1432.35,773.96,1106.15,804.42,1116.62,804.28,842.97,399.22,842.97,399.22,0,1,1,2,-1,-1,-14.86,-2.58,561.58,41.49,-8.02,563.79,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222239856,SMP,1,1425.79,770.84,1108.72,801.66,19.82,19.82,3.31,20.17,20.17,3.38,1421.61,774.39,1432.11,774.5,1105.72,804.99,1116.34,804.9,844.69,397.31,844.69,397.31,0,1,1,2,-1,-1,-14.86,-2.67,562.47,41.52,-8.12,563.44,0.06,0.14,-0.99,0.01,0.13,-0.99,-1
4222273061,SMP,1,1425.48,771.58,1108.41,802.36,20.35,20.35,3.33,20.38,20.38,3.39,1421.17,774.92,1431.73,774.92,1105.42,805.59,1115.91,805.53,844.39,398.51,844.39,398.51,0,1,1,2,-1,-1,-14.79,-2.75,562.43,41.59,-8.23,563.5,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222306505,SMP,1,1425.23,771.57,1108.09,802.71,19.96,19.96,3.34,20.35,20.35,3.4,1420.8,774.97,1431.41,775.02,1104.92,805.82,1115.46,805.82,842.19,398.41,842.19,398.41,0,1,1,2,-1,-1,-14.72,-2.76,562.17,41.67,-8.28,563.36,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222339843,SMP,1,1424.74,771.13,1107.33,802.33,20.08,20.08,3.35,20.3,20.3,3.41,1420.44,774.53,1431,774.6,1104.54,805.62,1115.03,805.53,844.5,397.84,844.5,397.84,0,1,1,2,-1,-1,-14.65,-2.69,562.19,41.74,-8.23,563.41,0.06,0.13,-0.99,0.02,0.13,-0.99,-1
4222373188,SMP,1,1424.23,770.22,1107.1,801.71,19.83,19.83,3.35,20.15,20.15,3.41,1419.94,773.77,1430.53,773.72,1104.15,804.97,1114.57,804.85,842.88,397.16,842.88,397.16,0,1,1,2,-1,-1,-14.56,-2.54,562.08,41.84,-8.12,563.65,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222406383,SMP,1,1423.71,769.05,1106.62,800.87,19.83,19.83,3.35,20.24,20.24,3.41,1419.28,772.65,1429.95,772.67,1103.54,804.18,1114.06,803.99,841.41,395.96,841.41,395.96,0,1,1,2,-1,-1,-14.44,-2.34,561.7,41.93,-7.97,563.53,0.06,0.14,-0.99,0.01,0.13,-0.99,-1
4222439838,SMP,1,1423.1,768.03,1105.91,800.01,19.81,19.81,3.34,20.09,20.09,3.41,1418.69,771.55,1429.28,771.59,1103.02,803.4,1113.48,803.19,841.86,395.23,841.86,395.23,0,1,1,2,-1,-1,-14.34,-2.15,561.93,42.04,-7.83,563.7,0.06,0.13,-0.99,0.01,0.13,-0.99,-1
4222473176,SMP,1,1421.67,767.42,1104.99,799.69,19.75,19.75,3.34,20,20,3.41,1417.15,770.58,1428.25,770.6,1102.27,802.65,1112.78,802.58,845.11,401.05,845.11,401.05,0,1,1,2,-1,-1,-14.04,-1.97,559.3,42.16,-7.71,563.62,0.06,0.12,-0.99,0.02,0.12,-0.99,-1
4222506494,SMP,1,1421.06,766.22,1104.46,798.97,19.76,19.76,3.33,20.09,20.09,3.41,1416.33,769.52,1427.58,769.53,1101.74,801.82,1112.31,801.78,846.49,404.99,846.49,404.99,0,1,1,2,-1,-1,-13.82,-1.77,555.67,42.23,-7.56,563.4,0.06,0.12,-0.99,0.02,0.12,-0.99,-1
4222539820,SMP,1,1420.75,765.57,1104.16,798.2,19.94,19.94,3.33,20.05,20.05,3.41,1416.06,768.65,1427.17,768.73,1101.43,801.38,1111.93,801.2,846.31,408.17,846.31,408.17,0,1,1,2,-1,-1,-13.76,-1.62,555.51,42.29,-7.47,563.37,0.05,0.11,-0.99,0.02,0.13,-0.99,-1
