Time,Type,Trial,L Raw X [px],L Raw Y [px],R Raw X [px],R Raw Y [px],L Dia X [px],L Dia Y [px],L Mapped Diameter [mm],R Dia X [px],R Dia Y [px],R Mapped Diameter [mm],L CR1 X [px],L CR1 Y [px],L CR2 X [px],L CR2 Y [px],R CR1 X [px],R CR1 Y [px],R CR2 X [px],R CR2 Y [px],L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],Timing,L Validity,R Validity,Pupil Confidence,L Plane,R Plane,L EPOS X,L EPOS Y,L EPOS Z,R EPOS X,R EPOS Y,R EPOS Z,L GVEC X,L GVEC Y,L GVEC Z,R GVEC X,R GVEC Y,R GVEC Z,Frame
4222573218,SMP,1,1420.42,765.43,1104,798.73,19.68,19.68,3.32,20.13,20.13,3.41,1415.85,768.32,1426.93,768.36,1101.37,801.31,1111.85,801.19,848.6,430.2,848.6,430.2,0,1,1,2,-1,-1,-13.69,-1.56,554.58,42.31,-7.46,563.44,0.06,0.11,-0.99,0.02,0.1,-0.99,-1
4222606482,SMP,1,1419.97,768.94,1104.51,802.28,19.47,19.47,3.3,20.21,20.21,3.41,1415.05,770.16,1426.36,770.18,1101.73,803.39,1112.21,803.17,845.64,611.64,845.64,611.64,0,1,1,2,-1,-1,-13.48,-1.86,550.75,42.26,-7.82,563.58,0.05,0.05,-1,0.02,0.05,-1,-1
4222639814,SMP,1,1419.64,772.3,1104.85,805.53,19.49,19.49,3.29,19.8,19.8,3.4,1414.79,772.18,1425.82,772.23,1102.11,805.35,1112.45,805.19,843.94,735.26,843.94,735.26,0,1,1,2,-1,-1,-13.46,-2.23,552.9,42.24,-8.19,564.06,0.05,0,-1,0.02,0,-1,-1
4222673024,SMP,1,1419.55,772.33,1104.54,805.91,19.48,19.48,3.28,19.96,19.96,3.4,1414.99,772.75,1425.79,772.63,1101.66,805.85,1112.19,805.8,845.05,713.39,845.05,713.39,0,1,1,2,-1,-1,-13.53,-2.32,555.05,42.29,-8.28,563.88,0.05,0.02,-1,0.02,0.01,-1,-1
4222706474,SMP,1,1419.45,772.48,1104.32,806.11,19.33,19.33,3.27,19.87,19.87,3.39,1415,772.93,1425.77,772.81,1101.51,806.29,1112.01,806.09,845.47,704.92,845.47,704.92,0,1,1,2,-1,-1,-13.53,-2.35,555.12,42.32,-8.35,563.84,0.06,0.02,-1,0.02,0.02,-1,-1
4222739766,SMP,1,1419.59,772.38,1104.33,806.17,19.4,19.4,3.26,19.89,19.89,3.39,1415.13,772.89,1425.98,772.77,1101.52,806.27,1112,806.1,845.84,702.08,845.84,702.08,0,1,1,2,-1,-1,-13.54,-2.34,554.2,42.32,-8.35,563.85,0.06,0.02,-1,0.02,0.02,-1,-1
4222773061,SMP,1,1419.93,772.76,1104.7,806.41,19.35,19.35,3.25,19.83,19.83,3.38,1415.51,773.18,1426.44,773.17,1101.92,806.47,1112.4,806.32,847.58,702,847.58,702,0,1,1,2,-1,-1,-13.59,-2.4,553.37,42.25,-8.39,563.97,0.06,0.02,-1,0.02,0.01,-1,-1
4222806412,SMP,1,1420.9,773.7,1105.35,806.88,19.53,19.53,3.25,19.76,19.76,3.38,1416.35,773.97,1427.2,773.89,1102.55,806.93,1113.04,806.88,846.83,704.67,846.83,704.67,0,1,1,2,-1,-1,-13.74,-2.53,553.7,42.14,-8.48,563.94,0.05,0.01,-1,0.02,0.02,-1,-1
4222839780,SMP,1,1422.53,775.54,1106.94,808.51,19.53,19.53,3.25,19.78,19.78,3.37,1417.66,775.9,1428.59,775.85,1103.92,808.48,1114.26,808.29,840.34,704.97,840.34,704.97,0,1,1,2,-1,-1,-13.96,-2.87,552.99,41.94,-8.75,564.4,0.05,0.02,-1,0.01,0.01,-1,-1
4222873168,SMP,1,1428.18,778.28,1112.61,810.28,19.48,19.48,3.24,19.83,19.83,3.37,1421.23,778.33,1432.12,778.41,1107.51,810.06,1117.99,809.95,621.43,711.91,621.43,711.91,0,1,1,2,-1,-1,-14.58,-3.31,553.08,41.28,-9.04,564.34,-0.03,0.01,-1,-0.06,0.01,-1,-1
4222906401,SMP,1,1429.94,780.16,1114.12,811.41,19.36,19.36,3.24,20,20,3.38,1423.04,780.06,1433.9,780.13,1108.91,811.4,1119.37,811.21,619.57,715.32,619.57,715.32,0,1,1,2,-1,-1,-14.9,-3.61,553.18,41.04,-9.27,564.38,-0.03,0,-1,-0.07,0.01,-1,-1
4222939775,SMP,1,1431.66,781.36,1115.39,812.24,19.27,19.27,3.23,19.84,19.84,3.37,1424.7,781.43,1435.54,781.46,1110.31,812.38,1120.66,812.19,619.27,712.07,619.27,712.07,0,1,1,2,-1,-1,-15.19,-3.85,553.31,40.82,-9.45,564.8,-0.03,0.01,-1,-0.07,0.02,-1,-1
4222973145,SMP,1,1432.57,782.14,1116.34,813.51,19.25,19.25,3.22,19.8,19.8,3.37,1425.58,782.33,1436.59,782.42,1111.19,813.31,1121.53,813.13,618.45,713.39,618.45,713.39,0,1,1,2,-1,-1,-15.34,-4.01,552.59,40.69,-9.63,565.11,-0.03,0.02,-1,-0.07,0.01,-1,-1
4223006310,SMP,1,1433.02,782.42,1116.5,813.62,19.01,19.01,3.21,19.64,19.64,3.37,1426.01,782.56,1436.76,782.6,1111.33,813.53,1121.71,813.43,616.56,712.2,616.56,712.2,0,1,1,2,-1,-1,-15.43,-4.05,553.71,40.68,-9.68,565.3,-0.03,0.01,-1,-0.07,0.01,-1,-1
4223039761,SMP,1,1432.06,779.95,1116.12,811.41,19.17,19.17,3.21,19.98,19.98,3.37,1425.34,781.12,1436.17,781.15,1111.16,812.35,1121.53,812.16,621.13,639.29,621.13,639.29,0,1,1,2,-1,-1,-15.32,-3.8,553.91,40.73,-9.46,565.61,-0.02,0.05,-1,-0.06,0.05,-1,-1
4223073139,SMP,1,1430.68,776.94,1115.55,808.7,19.49,19.49,3.21,19.64,19.64,3.37,1424.5,779.21,1435.14,779.25,1110.62,810.66,1121.05,810.62,638.45,518.06,638.45,518.06,0,1,1,2,-1,-1,-15.19,-3.47,554.96,40.82,-9.17,565.66,0,0.09,-1,-0.06,0.09,-0.99,-1
4223106431,SMP,1,1430.64,776.07,1115.07,808.32,19.14,19.14,3.21,19.51,19.51,3.36,1424.21,778.36,1434.78,778.43,1110.31,810.45,1120.61,810.28,634.48,514.03,634.48,514.03,0,1,1,2,-1,-1,-15.16,-3.33,556.01,40.92,-9.13,566.11,-0.02,0.09,-1,-0.05,0.09,-0.99,-1
4223139752,SMP,1,1430.2,775.6,1115.02,808.34,18.96,18.96,3.2,19.55,19.55,3.35,1423.96,778.02,1434.55,777.96,1110,810.48,1120.39,810.33,640.83,511.24,640.83,511.24,0,1,1,2,-1,-1,-15.13,-3.27,556.72,40.98,-9.14,566.19,-0.01,0.09,-1,-0.06,0.09,-0.99,-1
4223173125,SMP,1,1429.77,775.27,1114.79,808.26,19.2,19.2,3.2,19.38,19.38,3.34,1423.71,777.66,1434.36,777.53,1109.85,810.34,1120.26,810.17,650.76,511.75,650.76,511.75,0,1,1,2,-1,-1,-15.11,-3.2,557.1,41,-9.11,566.16,0,0.09,-1,-0.06,0.09,-0.99,-1
4223206419,SMP,1,1429.85,774.67,1114.59,807.92,19.11,19.11,3.2,19.54,19.54,3.34,1423.49,777.07,1434.07,777.09,1109.82,809.96,1120.21,809.93,644.96,510.61,644.96,510.61,0,1,1,2,-1,-1,-15.08,-3.11,557.83,41.02,-9.06,566.34,-0.01,0.09,-1,-0.05,0.09,-0.99,-1
4223239744,SMP,1,1429.24,774.65,1114.49,807.7,18.75,18.75,3.19,19.25,19.25,3.33,1423.07,777.01,1433.7,776.96,1109.78,809.85,1120.16,809.84,655.12,509.53,655.12,509.53,0,1,1,2,-1,-1,-15.02,-3.09,558.12,41.04,-9.04,566.48,-0.01,0.09,-1,-0.05,0.09,-0.99,-1
4223273187,SMP,1,1429.1,774.64,1114.47,807.83,18.83,18.83,3.18,19.28,19.28,3.32,1422.78,777.06,1433.37,777.05,1109.65,809.93,1120.02,809.91,652.61,508.65,652.61,508.65,0,1,1,2,-1,-1,-14.98,-3.11,558.71,41.07,-9.06,566.63,-0.01,0.09,-1,-0.06,0.09,-0.99,-1
4223306288,SMP,1,1429.44,776.2,1115.54,809.19,18.78,18.78,3.18,19.12,19.12,3.31,1422.58,777.99,1433.22,777.91,1110.3,810.74,1120.52,810.73,631.07,532.39,631.07,532.39,0,1,1,2,-1,-1,-14.95,-3.27,558.95,41.01,-9.22,567.19,-0.03,0.07,-1,-0.07,0.07,-0.99,-1
4223339742,SMP,1,1429.55,778.29,1116.3,811,18.8,18.8,3.17,18.95,18.95,3.3,1422.34,779.05,1432.98,779.05,1110.61,811.68,1120.97,811.69,598.28,643.19,598.28,643.19,0,1,1,2,-1,-1,-14.92,-3.47,559.31,40.95,-9.39,567.24,-0.04,0.03,-1,-0.09,0.04,-1,-1
4223372944,SMP,1,1429.32,778.41,1116.04,811.47,18.98,18.98,3.18,19.02,19.02,3.29,1421.92,779.32,1432.54,779.4,1110.38,812.1,1120.64,811.99,578.27,639.9,578.27,639.9,0,1,1,2,-1,-1,-14.86,-3.52,559.7,41.02,-9.46,567.56,-0.05,0.04,-1,-0.09,0.04,-1,-1
4223406268,SMP,1,1428.8,778.62,1115.87,811.56,18.7,18.7,3.17,19.02,19.02,3.28,1421.58,779.6,1432.28,779.51,1110.24,812.35,1120.46,812.15,580.59,643.62,580.59,643.62,0,1,1,2,-1,-1,-14.8,-3.56,559.69,41.08,-9.5,568.05,-0.04,0.04,-1,-0.09,0.04,-1,-1
4223439727,SMP,1,1428.79,778.75,1115.93,811.6,18.88,18.88,3.17,19.11,19.11,3.28,1421.49,779.54,1432.12,779.57,1110.23,812.28,1120.51,812.1,573.99,646.75,573.99,646.75,0,1,1,2,-1,-1,-14.79,-3.56,560.03,41.1,-9.5,568.29,-0.05,0.04,-1,-0.09,0.04,-1,-1
4223473085,SMP,1,1428.8,778.9,1116.07,811.65,18.72,18.72,3.16,18.96,18.96,3.27,1421.65,779.66,1432.2,779.64,1110.42,812.2,1120.69,812.08,575.21,650.01,575.21,650.01,0,1,1,2,-1,-1,-14.82,-3.58,560.48,41.08,-9.49,568.47,-0.04,0.03,-1,-0.09,0.03,-1,-1
4223506315,SMP,1,1429.1,779.03,1116.28,811.6,18.57,18.57,3.16,18.85,18.85,3.26,1421.88,779.94,1432.47,779.96,1110.8,812.28,1121.11,812.11,577.94,648.26,577.94,648.26,0,1,1,2,-1,-1,-14.87,-3.64,560.73,41.01,-9.5,568.54,-0.04,0.04,-1,-0.08,0.04,-1,-1
4223540049,SMP,1,1427.45,776.94,1115.22,808.96,18.41,18.41,3.15,18.82,18.82,3.25,1421.15,779.12,1431.67,779.08,1110.68,811.03,1120.95,810.96,658.96,514.34,658.96,514.34,0,1,1,2,-1,-1,-14.75,-3.49,561.12,41.05,-9.29,568.77,-0.01,0.08,-1,-0.05,0.09,-0.99,-1
4223573064,SMP,1,1427.26,775.76,1115.2,807.49,18.15,18.15,3.13,19.15,19.15,3.26,1421.39,778.78,1431.76,778.62,1111.17,810.27,1121.24,810.1,686.04,465.92,686.04,465.92,0,1,1,2,-1,-1,-14.8,-3.42,561.97,41.05,-9.16,569.64,0,0.11,-0.99,-0.03,0.12,-0.99,-1
4223607332,SMP,1,1427.91,776.15,1115.94,807.95,18.03,18.03,3.11,18.72,18.72,3.25,1422.1,779.26,1432.58,779.29,1111.61,810.57,1121.77,810.56,688.47,451.96,688.47,451.96,0,1,1,2,-1,-1,-14.94,-3.53,562.18,40.98,-9.23,570,0,0.12,-0.99,-0.04,0.11,-0.99,-1
4223639695,SMP,1,1428.63,776.8,1116.38,808.19,18.37,18.37,3.11,18.8,18.8,3.24,1422.91,779.86,1433.44,779.76,1112.25,810.91,1122.35,810.89,701.64,446.57,701.64,446.57,0,1,1,2,-1,-1,-15.09,-3.62,562.29,40.92,-9.3,570.65,0.01,0.12,-0.99,-0.03,0.12,-0.99,-1
4223673078,SMP,1,1429.54,776.71,1117.19,808.04,18.22,18.22,3.1,18.73,18.73,3.24,1423.62,779.89,1434.3,779.79,1112.98,810.68,1123.11,810.67,700.56,445.16,700.56,445.16,0,1,1,2,-1,-1,-15.22,-3.63,561.97,40.81,-9.27,571.06,0,0.12,-0.99,-0.04,0.11,-0.99,-1
4223706355,SMP,1,1430.32,777.29,1117.96,808.11,18.19,18.19,3.1,18.85,18.85,3.24,1424.59,780.35,1435.19,780.43,1113.76,810.9,1123.99,810.87,704.58,442.78,704.58,442.78,0,1,1,2,-1,-1,-15.39,-3.72,562.06,40.67,-9.31,571.13,0.01,0.12,-0.99,-0.03,0.12,-0.99,-1
4223739682,SMP,1,1431.26,778.1,1118.93,808.83,18.2,18.2,3.09,18.86,18.86,3.24,1425.52,781.17,1436.04,781.31,1114.57,811.48,1124.74,811.44,702.55,442.91,702.55,442.91,0,1,1,2,-1,-1,-15.56,-3.88,562.31,40.56,-9.42,571.51,0.01,0.12,-0.99,-0.04,0.11,-0.99,-1
4223773040,SMP,1,1432.18,778.5,1119.59,808.77,18.21,18.21,3.09,18.47,18.47,3.23,1426.43,781.5,1436.94,781.51,1115.46,811.46,1125.6,811.45,705.04,443.22,705.04,443.22,0,1,1,2,-1,-1,-15.73,-3.93,562.54,40.42,-9.42,571.89,0.01,0.12,-0.99,-0.03,0.12,-0.99,-1
4223806347,SMP,1,1432.91,778.32,1120.46,808.29,18.19,18.19,3.09,18.63,18.63,3.22,1427.22,781.33,1437.74,781.42,1116.26,811.08,1126.39,811.01,705.8,442.19,705.8,442.19,0,1,1,2,-1,-1,-15.87,-3.9,562.69,40.31,-9.35,572.26,0.01,0.12,-0.99,-0.03,0.12,-0.99,-1
4223839604,SMP,1,1435.45,774.26,1123.55,803.88,17.71,17.71,3.07,18.49,18.49,3.22,1428.82,779.53,1439.27,779.47,1118.59,808.6,1128.68,808.59,649.5,241.86,649.5,241.86,0,1,1,2,-1,-1,-16.16,-3.57,563.09,39.91,-8.92,572.64,-0.02,0.2,-0.98,-0.06,0.19,-0.98,-1
4223872959,SMP,1,1436.01,774.52,1124.05,803.7,17.93,17.93,3.06,18.3,18.3,3.2,1429.48,779.69,1439.96,779.6,1119,808.55,1129.14,808.57,650.37,240.78,650.37,240.78,0,1,1,2,-1,-1,-16.29,-3.6,563.3,39.85,-8.91,572.84,-0.02,0.19,-0.98,-0.06,0.2,-0.98,-1
4223906212,SMP,1,1436.76,774.03,1124.49,803.11,17.69,17.69,3.05,18.25,18.25,3.19,1430.33,779.5,1440.68,779.45,1119.5,808.26,1129.65,808.16,648.42,228.69,648.42,228.69,0,1,1,2,-1,-1,-16.45,-3.57,563.98,39.77,-8.85,573.01,-0.02,0.2,-0.98,-0.06,0.2,-0.98,-1
4223939665,SMP,1,1437.45,773.92,1124.91,802.81,17.89,17.89,3.05,18.48,18.48,3.19,1430.95,779.13,1441.39,779.25,1119.9,807.65,1130.09,807.68,643.25,232.18,643.25,232.18,0,1,1,2,-1,-1,-16.58,-3.52,564.22,39.69,-8.75,573.02,-0.02,0.2,-0.98,-0.06,0.19,-0.98,-1
4223972978,SMP,1,1437.87,774.22,1125.33,802.86,18.03,18.03,3.05,18.42,18.42,3.19,1431.4,779.28,1441.84,779.42,1120.38,807.67,1130.46,807.72,641.3,234.44,641.3,234.44,0,1,1,2,-1,-1,-16.66,-3.55,564.48,39.64,-8.76,573.41,-0.02,0.19,-0.98,-0.06,0.19,-0.98,-1
4224006337,SMP,1,1438.41,774.62,1125.67,803.26,17.81,17.81,3.04,18.49,18.49,3.19,1431.93,779.88,1442.38,779.79,1120.64,808,1130.8,807.98,639.12,235.63,639.12,235.63,0,1,1,2,-1,-1,-16.76,-3.64,564.66,39.59,-8.82,573.48,-0.02,0.2,-0.98,-0.06,0.19,-0.98,-1
4224039650,SMP,1,1440.38,783.54,1129.54,811.22,18.69,18.69,3.06,18.64,18.64,3.19,1432.36,784.2,1442.87,784.26,1123.44,811.88,1133.54,811.84,501.54,654.26,501.54,654.26,0,1,1,2,-1,-1,-16.85,-4.43,564.67,39.11,-9.53,573.73,-0.07,0.03,-1,-0.1,0.04,-0.99,-1
4224073008,SMP,1,1441.17,784.38,1129.65,812.17,18.47,18.47,3.07,18.63,18.63,3.2,1433.03,784.79,1443.63,784.69,1123.39,812.53,1133.49,812.42,494.9,675.4,494.9,675.4,0,1,1,2,-1,-1,-16.97,-4.52,564.37,39.13,-9.64,573.94,-0.07,0.02,-1,-0.11,0.03,-0.99,-1
4224106345,SMP,1,1441.63,784.81,1129.76,812.55,18.4,18.4,3.08,18.41,18.41,3.19,1433.77,785.14,1444.35,785.24,1123.44,812.78,1133.56,812.74,496.68,682.46,496.68,682.46,0,1,1,2,-1,-1,-17.09,-4.6,564.1,39.12,-9.69,573.93,-0.07,0.02,-1,-0.11,0.02,-0.99,-1
4224139650,SMP,1,1442.42,785,1129.83,812.38,18.38,18.38,3.09,18.38,18.38,3.19,1434.34,785.24,1444.99,785.34,1123.61,812.7,1133.85,812.71,497.19,684.14,497.19,684.14,0,1,1,2,-1,-1,-17.18,-4.61,563.65,39.06,-9.68,573.69,-0.07,0.02,-1,-0.11,0.03,-0.99,-1
4224173020,SMP,1,1443.34,784.69,1130.21,812.04,18.48,18.48,3.09,18.36,18.36,3.18,1435.14,785.06,1445.66,785.15,1124.07,812.41,1134.2,812.27,495.29,683.79,495.29,683.79,0,1,1,2,-1,-1,-17.32,-4.58,563.78,38.99,-9.61,573.72,-0.08,0.02,-1,-0.1,0.03,-0.99,-1
4224206230,SMP,1,1443.89,784.73,1130.77,812.03,18.44,18.44,3.1,18.34,18.34,3.18,1435.87,785.06,1446.48,785.24,1124.48,812.28,1134.68,812.15,496.16,685.66,496.16,685.66,0,1,1,2,-1,-1,-17.45,-4.58,563.55,38.89,-9.59,573.54,-0.07,0.02,-1,-0.11,0.02,-0.99,-1
4224239517,SMP,1,1444.58,785.06,1131.12,811.99,18.47,18.47,3.1,18.44,18.44,3.18,1436.45,785.37,1447.04,785.5,1124.82,812.32,1135.09,812.23,494.99,685.68,494.99,685.68,0,1,1,2,-1,-1,-17.55,-4.63,563.42,38.81,-9.59,573.25,-0.07,0.02,-1,-0.11,0.03,-0.99,-1
4224272994,SMP,1,1444.93,784.97,1131.4,811.82,18.38,18.38,3.1,18.37,18.37,3.18,1436.97,785.26,1447.6,785.39,1125.28,812.05,1135.4,811.98,497.62,687.37,497.62,687.37,0,1,1,2,-1,-1,-17.63,-4.61,563.06,38.75,-9.55,573.39,-0.07,0.02,-1,-0.1,0.02,-0.99,-1
4224306422,SMP,1,1445.12,784.24,1131.4,810.91,18.57,18.57,3.11,18.61,18.61,3.18,1437.12,784.97,1447.69,784.99,1125.34,811.55,1135.52,811.45,499.12,677.3,499.12,677.3,0,1,1,2,-1,-1,-17.65,-4.55,562.96,38.72,-9.45,573.26,-0.07,0.03,-1,-0.1,0.04,-0.99,-1
4224339630,SMP,1,1445.09,784.09,1131.35,810.67,18.2,18.2,3.1,18.59,18.59,3.19,1437.36,784.96,1447.99,784.99,1125.37,811.51,1135.57,811.46,505.23,663.98,505.23,663.98,0,1,1,2,-1,-1,-17.69,-4.55,562.62,38.7,-9.45,573.09,-0.06,0.04,-1,-0.1,0.05,-0.99,-1
4224372907,SMP,1,1445.43,784.21,1131.46,810.67,18.37,18.37,3.1,18.44,18.44,3.18,1437.69,785.03,1448.38,785.1,1125.48,811.53,1135.74,811.42,509.51,659.74,509.51,659.74,0,1,1,2,-1,-1,-17.74,-4.56,562.11,38.65,-9.44,572.71,-0.06,0.04,-1,-0.1,0.05,-0.99,-1
4224406305,SMP,1,1445.72,783.93,1131.64,810.5,18.44,18.44,3.1,18.13,18.13,3.17,1437.93,784.86,1448.57,784.83,1125.53,811.29,1135.92,811.16,510.68,658.07,510.68,658.07,0,1,1,2,-1,-1,-17.77,-4.52,561.87,38.58,-9.38,572.01,-0.06,0.04,-1,-0.1,0.04,-0.99,-1
4224439620,SMP,1,1445.88,783.88,1131.8,810.27,18.32,18.32,3.1,18.42,18.42,3.17,1438.21,784.86,1448.93,784.82,1125.75,811.22,1136.08,811.09,517.25,647.74,517.25,647.74,0,1,1,2,-1,-1,-17.81,-4.51,561.29,38.53,-9.37,571.66,-0.05,0.04,-1,-0.1,0.05,-0.99,-1
4224472982,SMP,1,1446.35,783.96,1131.83,810.06,18.6,18.6,3.1,18.47,18.47,3.17,1438.54,784.84,1449.29,784.76,1125.91,810.88,1136.21,810.84,519.48,649.33,519.48,649.33,0,1,1,2,-1,-1,-17.85,-4.5,560.74,38.48,-9.31,571.36,-0.06,0.04,-1,-0.09,0.05,-0.99,-1
4224506281,SMP,1,1446.49,783.82,1132.3,809.99,18.29,18.29,3.1,18.56,18.56,3.17,1438.85,784.8,1449.57,784.77,1126.13,810.85,1136.4,810.8,521.99,643.41,521.99,643.41,0,1,1,2,-1,-1,-17.89,-4.49,560.39,38.42,-9.3,571.09,-0.05,0.04,-1,-0.1,0.05,-0.99,-1
